id,title,sentence,ARG0,PRED,ARG1,MOD-TIME,TAG,,,,,,,,,,,TAG MATCH,ARG0 MATCH,PRED MATCH,ARG1 MATCH
191,Afrika,Afrika Sub-Sahara saja menyumbang sekitar 69 persen dari semua orang yang hidup dengan HIV dan 70 persen dari semua kematian akibat AIDS pada tahun 2011.,Afrika Sub-Sahara,Persentase penderita AIDS,70 persen,pada tahun 2011,CORRECT,,,,,,,,,,,,,,
192,Afrika,"Di negara-negara Afrika Sub-Sahara yang paling terpengaruh, AIDS telah meningkatkan angka kematian dan menurunkan harapan hidup di antara orang dewasa antara usia 20 dan 49 sekitar dua puluh tahun.",,,20,,INC-TEMPORAL,,,,,,,,,,,,,,
193,Afrika,"Di negara-negara Afrika Sub-Sahara yang paling terpengaruh, AIDS telah meningkatkan angka kematian dan menurunkan harapan hidup di antara orang dewasa antara usia 20 dan 49 sekitar dua puluh tahun.",,,49 sekitar dua puluh tahun,,INC-TEMPORAL,,,,,,,,,,,,,,
194,Afrika,"Selain itu, angka harapan hidup di banyak bagian Afrika menurun, sebagian besar akibat epidemi HIV/AIDS dengan angka harapan hidup di beberapa negara mencapai serendah 34 tahun.",,,34 tahun,,INC-TEMPORAL,,,,,,,,,,,,,,
195,Gerakan Non-Blok,"Gerakan Non-Blok (GNB) (bahasa Inggris: ""Non-Aligned Movement""/NAM) adalah suatu organisasi internasional yang terdiri lebih dari 100 negara-negara yang menganggap dirinya tidak beraliansi dengan kekuatan besar apapun.",,,lebih dari 100,,INC-NOT-ATTR,,,,,,,,,,,,,,
196,Gerakan Non-Blok,"Dalam pidato itu, Nehru menjelaskan lima pilar yang dapat digunakan sebagai pedoman untuk membentuk relasi Sino-India yang disebut dengan Panchsheel (lima pengendali).",Nehru,Jumlah pedoman dasar,lima,,CORRECT,,,,,,,,,,,,,,
197,Gerakan Non-Blok,"Dalam pidato itu, Nehru menjelaskan lima pilar yang dapat digunakan sebagai pedoman untuk membentuk relasi Sino-India yang disebut dengan Panchsheel (lima pengendali).",,,lima,,INC-NOT-ATTR,,,,,,,,,,,,,,
198,Gerakan Non-Blok,"Gerakan Non-Blok sendiri bermula dari sebuah Konferensi Tingkat Tinggi Asia-Afrika sebuah konferensi yang diadakan di Bandung, Indonesia, pada tahun 1955 yang dihadiri oleh para pemimpin negara dari 29 negara berkembang di Asia dan Afrika.",,,29,,INC-NOT-ATTR,,,,,,,,,,,,,,
199,Gerakan Non-Blok,"Pendiri dari gerakan ini adalah lima pemimpin dunia: Josip Broz Tito presiden Yugoslavia, Soekarno presiden Indonesia, Gamal Abdul Nasser presiden Mesir, Pandit Jawaharlal Nehru perdana menteri India, dan Kwame Nkrumah dari Ghana.",,Jumlah pendiri gerakan,lima,,INC-NOT-ATTR,,,,,,,,,,,,,,
200,Gerakan Non-Blok,"Normalnya, pertemuan GNB berlangsung setiap tiga tahun sekali.",,,tiga tahun,,INC-TEMPORAL,,,,,,,,,,,,,,
201,Gerakan Non-Blok,"Biasanya setelah mengadakan konferensi, kepala negara atau kepala pemerintahan yang menjadi tuan rumah konferensi itu akan dijadikan ketua gerakan untuk masa jabatan tiga tahun.",,,tiga tahun,,INC-TEMPORAL,,,,,,,,,,,,,,
202,Gerakan Non-Blok,Pertemuan tersebut dihadiri 56 negara anggota di mana anggota-anggota barunya datang dari negara-negara merdeka baru di Afrika.,Pertemuan tersebut,Jumlah negara,56,,CORRECT,,,,,,,,,,,,,,
203,Gerakan Non-Blok,"Pertemuan pertama GNB terjadi di Beograd pada September 1961 dan dihadiri oleh 25 anggota, masing-masing 11 dari Asia dan Afrika bersama dengan Yugoslavia, Kuba dan Siprus.",Pertemuan pertama GNB,Jumlah anggota hadir,25,22525,CORRECT,,,,,,,,,,,,,,
204,Gerakan Non-Blok,"Pertemuan pertama GNB terjadi di Beograd pada September 1961 dan dihadiri oleh 25 anggota, masing-masing 11 dari Asia dan Afrika bersama dengan Yugoslavia, Kuba dan Siprus.",Pertemuan pertama GNB,Jumlah anggota hadir,11,22525,CORRECT,,,,,,,,,,,,,,
205,Gerakan Non-Blok,Pertemuan pada tahun 1969 di Lusaka dihadiri oleh 54 negara dan merupakan salah satu yang paling penting dengan gerakan tersebut membentuk sebuah organisasi permanen untuk menciptakan hubungan ekonomi dan politik.,Pertemuan,Jumlah anggota hadir,54 negara,tahun 1969,CORRECT,,,,,,,,,,,,,,
206,Daerah Istimewa Yogyakarta,"Daerah Istimewa yang memiliki luas 3.185,80 km ini terdiri atas satu kota, dan empat kabupaten, yang terbagi lagi menjadi 78 kapanewon/kemantren, dan 438 kalurahan/kelurahan.",Daerah Istimewa,Jumlah kota,satu,,CORRECT,,,,,,,,,,,,,,
207,Daerah Istimewa Yogyakarta,"Daerah Istimewa yang memiliki luas 3.185,80 km ini terdiri atas satu kota, dan empat kabupaten, yang terbagi lagi menjadi 78 kapanewon/kemantren, dan 438 kalurahan/kelurahan.",Daerah Istimewa,Jumlah kabupaten,empat,,CORRECT,,,,,,,,,,,,,,
208,Daerah Istimewa Yogyakarta,"Daerah Istimewa yang memiliki luas 3.185,80 km ini terdiri atas satu kota, dan empat kabupaten, yang terbagi lagi menjadi 78 kapanewon/kemantren, dan 438 kalurahan/kelurahan.",Daerah Istimewa,Jumlah kemantren,78,,CORRECT,,,,,,,,,,,,,,
209,Daerah Istimewa Yogyakarta,"Daerah Istimewa yang memiliki luas 3.185,80 km ini terdiri atas satu kota, dan empat kabupaten, yang terbagi lagi menjadi 78 kapanewon/kemantren, dan 438 kalurahan/kelurahan.",Daerah Istimewa,Jumlah desa/kelurahan,438,,CORRECT,,,,,,,,,,,,,,
210,Daerah Istimewa Yogyakarta,"Setelah Proklamasi Kemerdekaan Republik Indonesia (RI), Sri Sultan Hamengkubuwana IX dan Sri Paku Alam VIII menyatakan kepada Presiden RI, bahwa Daerah Kasultanan Yogyakarta, dan Daerah Pakualaman menjadi wilayah Negara RI, bergabung menjadi satu kesatuan yang dinyatakan sebagai Daerah Istimewa Yogyakarta (DIY).",,,satu,,INC-NOT-ATTR,,,,,,,,,,,,,,
211,Daerah Istimewa Yogyakarta,"DIY terletak di bagian tengah-selatan Pulau Jawa, secara geografis terletak pada 8º 30' - 7º 20' Lintang Selatan, dan 109º 40' - 111º 0' Bujur Timur.",,,40,,INC-NOT-ATTR,,,,,,,,,,,,,,
212,Daerah Istimewa Yogyakarta,"DIY terletak di bagian tengah-selatan Pulau Jawa, secara geografis terletak pada 8º 30' - 7º 20' Lintang Selatan, dan 109º 40' - 111º 0' Bujur Timur.",,,0,,INC-NOT-ATTR,,,,,,,,,,,,,,
213,Daerah Istimewa Yogyakarta,"Berdasarkan bentang alam, wilayah DIY dapat dikelompokkan menjadi empat satuan fisiografi, yaitu satuan fisiografi Gunungapi Merapi, satuan fisiografi Pegunungan Sewu atau Pegunungan Seribu, satuan fisiografi Pegunungan Kulon Progo, dan satuan fisiografi Dataran Rendah.",wilayah DIY,Jumlah satuan fisiografi,empat,,CORRECT,,,,,,,,,,,,,,
214,Daerah Istimewa Yogyakarta,"Capaian investasi total pada tahun 2010 mencapai Rp 4.580.972.827.244,00 dengan rincian PMDN sebesar Rp 1.884.925.869.797,00, dan PMA sebesar 2.696.046.957.447,00.",,Investasi,"Rp 4.580.972.827.244,00",tahun 2010,INC-NOT-ATTR,,,,,,,,,,,,,,
215,Daerah Istimewa Yogyakarta,"Capaian investasi total pada tahun 2010 mencapai Rp 4.580.972.827.244,00 dengan rincian PMDN sebesar Rp 1.884.925.869.797,00, dan PMA sebesar 2.696.046.957.447,00.",PMDN,Investasi,"Rp 1.884.925.869.797,00",tahun 2010,CORRECT,,,,,,,,,,,,,,
216,Daerah Istimewa Yogyakarta,"Unit usaha di DIY pada tahun 2010 ada sekitar 78.122 unit dengan penyerapan tenaga kerja sebesar 292.625 orang, dan nilai investasi sebesar Rp.",Unit usaha,Jumlah unit,sekitar 78.122,tahun 2010,CORRECT,,,,,,,,,,,,,,
217,Daerah Istimewa Yogyakarta,"Unit usaha di DIY pada tahun 2010 ada sekitar 78.122 unit dengan penyerapan tenaga kerja sebesar 292.625 orang, dan nilai investasi sebesar Rp.",,Jumlah tenaga kerja,292625,,INC-NOT-ATTR,,,,,,,,,,,,,,
218,Daerah Istimewa Yogyakarta,"Pada 2010 tercatat koperasi aktif sebanyak 1.926 koperasi, dan UKM tercatat 13.998 unit usaha.",UKM,Jumlah unit,13998,2010,CORRECT,,,,,,,,,,,,,,
219,Daerah Istimewa Yogyakarta,"Produksi perikanan budidaya tahun 2010 mencapai 39.032 ton, dan perikanan tangkap mencapai 4.906 ton, dengan konsumsi ikan sebesar 22,06 kg/kap/tahun.",perikanan budidaya,Jumlah produksi,39.032 ton,2010,CORRECT,,,,,,,,,,,,,,
220,Daerah Istimewa Yogyakarta,"Produksi perikanan budidaya tahun 2010 mencapai 39.032 ton, dan perikanan tangkap mencapai 4.906 ton, dengan konsumsi ikan sebesar 22,06 kg/kap/tahun.",perikanan tangkap,Jumlah produksi,4.906 ton,2010,CORRECT,,,,,,,,,,,,,,
221,Daerah Istimewa Yogyakarta,Tiga desa wisata di kabupaten Sleman hancur terkena erupsi gunung Merapi sedang 14 lainnya rusak ringan.,,Jumlah desa/kelurahan,14,,INC-NOT-ATTR,,,,,,,,,,,,,,
222,Daerah Istimewa Yogyakarta,"Menurut Kepala Dinas Pariwisata Yogyakarta pada September 2014, angka kunjungan mencapai 2,4 juta wisatawan domestik dan 1,8 juta wisatawan manca negara.",,Jumlah wisatawan domestik,"2,4 juta",44088,INC-NOT-ATTR,,,,,,,,,,,,,,
223,Daerah Istimewa Yogyakarta,"Menurut Kepala Dinas Pariwisata Yogyakarta pada September 2014, angka kunjungan mencapai 2,4 juta wisatawan domestik dan 1,8 juta wisatawan manca negara.",,Jumlah wisatawan mancanegara,"1,8 juta",44088,INC-NOT-ATTR,,,,,,,,,,,,,,
224,Daerah Istimewa Yogyakarta,"Sektor pariwisata sangat signifikan menjadi motor kegiatan perekonomian DIY yang secara umum bertumpu pada tiga sektor andalan yaitu: jasa-jasa; perdagangan, hotel, dan restoran; serta pertanian.",perekonomian DIY,Jumlah sektor,tiga,,CORRECT,,,,,,,,,,,,,,
225,Daerah Istimewa Yogyakarta,"Ditinjau dari sisi distribusi penduduk menurut usia, terlihat kecenderungan yang semakin meningkat pada penduduk usia di atas 60 tahun.",,,60 tahun,,INC-TEMPORAL,,,,,,,,,,,,,,
226,Daerah Istimewa Yogyakarta,Rasio jumlah tansmigran swakarsa mandiri pada 2010 mencapai 20% dari total transmigran yang diberangkatkan.,Rasio jumlah tansmigran swakarsa mandiri,Persentase,20 %,2010,CORRECT,,,,,,,,,,,,,,
227,Daerah Istimewa Yogyakarta,"Penduduk DIY menurut tahapan kesejahteraan tercatat bahwa pada tahun 2007 kelompok pra sejahtera 21,12%; Sejahtera I 22,70%; Sejahtera II 23,69%; Sejahtera III 26,83%; dan Sejahtera III plus 5,66%.",,Persentase,"21,12 %",tahun 2007,INC-NOT-ATTR,,,,,,,,,,,,,,
228,Daerah Istimewa Yogyakarta,"Penduduk DIY menurut tahapan kesejahteraan tercatat bahwa pada tahun 2007 kelompok pra sejahtera 21,12%; Sejahtera I 22,70%; Sejahtera II 23,69%; Sejahtera III 26,83%; dan Sejahtera III plus 5,66%.",,Persentase,"22,70 %",tahun 2007,INC-NOT-ATTR,,,,,,,,,,,,,,
229,Daerah Istimewa Yogyakarta,"Penduduk DIY menurut tahapan kesejahteraan tercatat bahwa pada tahun 2007 kelompok pra sejahtera 21,12%; Sejahtera I 22,70%; Sejahtera II 23,69%; Sejahtera III 26,83%; dan Sejahtera III plus 5,66%.",,Persentase,"23,69 %",tahun 2007,INC-NOT-ATTR,,,,,,,,,,,,,,
230,Daerah Istimewa Yogyakarta,"Penduduk DIY menurut tahapan kesejahteraan tercatat bahwa pada tahun 2007 kelompok pra sejahtera 21,12%; Sejahtera I 22,70%; Sejahtera II 23,69%; Sejahtera III 26,83%; dan Sejahtera III plus 5,66%.",,Persentase,"26,83%",tahun 2007,INC-NOT-ATTR,,,,,,,,,,,,,,
231,Daerah Istimewa Yogyakarta,"Dari 118 Puskesmas, 20% puskesmas telah menerapkan sistem manajemen mutu melalui pendekatan ISO 9001:200; 7% rumah sakit telah menerapkan ISO 9001:200; 25% rumah sakit di DIY telah terakreditasi dengan 5 standar; 17% RS terakreditasi dengan 12 standar; dan 5% RS telah terakreditasi dengan 16 standar pelayanan.",,Jumlah puskesmas,118,,INC-NOT-ATTR,,,,,,,,,,,,,,
232,Daerah Istimewa Yogyakarta,"Dari 118 Puskesmas, 20% puskesmas telah menerapkan sistem manajemen mutu melalui pendekatan ISO 9001:200; 7% rumah sakit telah menerapkan ISO 9001:200; 25% rumah sakit di DIY telah terakreditasi dengan 5 standar; 17% RS terakreditasi dengan 12 standar; dan 5% RS telah terakreditasi dengan 16 standar pelayanan.",,Persentase,7 %,,INC-NOT-ATTR,,,,,,,,,,,,,,
233,Daerah Istimewa Yogyakarta,"Dari 118 Puskesmas, 20% puskesmas telah menerapkan sistem manajemen mutu melalui pendekatan ISO 9001:200; 7% rumah sakit telah menerapkan ISO 9001:200; 25% rumah sakit di DIY telah terakreditasi dengan 5 standar; 17% RS terakreditasi dengan 12 standar; dan 5% RS telah terakreditasi dengan 16 standar pelayanan.",,Persentase,25 %,,INC-NOT-ATTR,,,,,,,,,,,,,,
234,Daerah Istimewa Yogyakarta,"Dari 118 Puskesmas, 20% puskesmas telah menerapkan sistem manajemen mutu melalui pendekatan ISO 9001:200; 7% rumah sakit telah menerapkan ISO 9001:200; 25% rumah sakit di DIY telah terakreditasi dengan 5 standar; 17% RS terakreditasi dengan 12 standar; dan 5% RS telah terakreditasi dengan 16 standar pelayanan.",,,5,,INC-NOT-ATTR,,,,,,,,,,,,,,
235,Daerah Istimewa Yogyakarta,"Dari 118 Puskesmas, 20% puskesmas telah menerapkan sistem manajemen mutu melalui pendekatan ISO 9001:200; 7% rumah sakit telah menerapkan ISO 9001:200; 25% rumah sakit di DIY telah terakreditasi dengan 5 standar; 17% RS terakreditasi dengan 12 standar; dan 5% RS telah terakreditasi dengan 16 standar pelayanan.",,Persentase,17 %,,INC-NOT-ATTR,,,,,,,,,,,,,,
236,Daerah Istimewa Yogyakarta,"Dari 118 Puskesmas, 20% puskesmas telah menerapkan sistem manajemen mutu melalui pendekatan ISO 9001:200; 7% rumah sakit telah menerapkan ISO 9001:200; 25% rumah sakit di DIY telah terakreditasi dengan 5 standar; 17% RS terakreditasi dengan 12 standar; dan 5% RS telah terakreditasi dengan 16 standar pelayanan.",,,12,,INC-NOT-ATTR,,,,,,,,,,,,,,
237,Daerah Istimewa Yogyakarta,"Dari 118 Puskesmas, 20% puskesmas telah menerapkan sistem manajemen mutu melalui pendekatan ISO 9001:200; 7% rumah sakit telah menerapkan ISO 9001:200; 25% rumah sakit di DIY telah terakreditasi dengan 5 standar; 17% RS terakreditasi dengan 12 standar; dan 5% RS telah terakreditasi dengan 16 standar pelayanan.",,Persentase,5 %,,INC-NOT-ATTR,,,,,,,,,,,,,,
238,Daerah Istimewa Yogyakarta,"Dari 118 Puskesmas, 20% puskesmas telah menerapkan sistem manajemen mutu melalui pendekatan ISO 9001:200; 7% rumah sakit telah menerapkan ISO 9001:200; 25% rumah sakit di DIY telah terakreditasi dengan 5 standar; 17% RS terakreditasi dengan 12 standar; dan 5% RS telah terakreditasi dengan 16 standar pelayanan.",,,16,,INC-NOT-ATTR,,,,,,,,,,,,,,
239,Daerah Istimewa Yogyakarta,Sarana pelayanan kesehatan yang memiliki unit pelayanan gawat darurat meningkat menjadi 40% dan RS dengan pelayanan kesehatan jiwa meningkat menjadi 9%.,Sarana pelayanan kesehatan,Persentase,40 %,,CORRECT,,,,,,,,,,,,,,
240,Daerah Istimewa Yogyakarta,"Meskipun demikian cakupan rawat jalan tahun 2006 baru mencapai 10% (nasional 15%) sementara untuk rawat inap 1,2% (nasional 1,5%).",cakupan rawat jalan,Persentase,10 %,tahun 2006,CORRECT,,,,,,,,,,,,,,
241,Daerah Istimewa Yogyakarta,"Meskipun demikian cakupan rawat jalan tahun 2006 baru mencapai 10% (nasional 15%) sementara untuk rawat inap 1,2% (nasional 1,5%).",rawat inap,Persentase,"1,2 %",tahun 2006,CORRECT,,,,,,,,,,,,,,
242,Daerah Istimewa Yogyakarta,"Meskipun demikian cakupan rawat jalan tahun 2006 baru mencapai 10% (nasional 15%) sementara untuk rawat inap 1,2% (nasional 1,5%).",rawat inap,Persentase,"1,5 %",,CORRECT,,,,,,,,,,,,,,
243,Daerah Istimewa Yogyakarta,"Rasio dokter umum per 100.000 penduduk menunjukkan tren meningkat sebesar 39,64 pada tahun 2006.",,Jumlah populasi,100,,INC-NOT-ATTR,,,,,,,,,,,,,,
244,Daerah Istimewa Yogyakarta,Penyakit jantung dan stroke telah menjadi pembunuh nomor satu di DIY sementara faktor risiko penyakit jantung penduduk DIY ternyata cukup tinggi.,,,satu,,INC-NOT-ATTR,,,,,,,,,,,,,,
245,Daerah Istimewa Yogyakarta,"Sebanyak 52% penduduk DIY kurang melakukan aktivitas olahraga, dan hanya 19,8% penduduk DIY yang mengkonsumsi serat mencukupi.",penduduk DIY,Persentase,"19,8 %",,CORRECT,,,,,,,,,,,,,,
246,Daerah Istimewa Yogyakarta,Dalam tiga tahun terakhir angka obesitas pada anak-anak di DIY meningkat hampir 7%.,,,tiga tahun,,INC-TEMPORAL,,,,,,,,,,,,,,
247,Daerah Istimewa Yogyakarta,"Jumlah SD/MI yang ada di DIY pada tahun 2008 adalah sejumlah 2.035, SMP/MTs/SMP Terbuka sejumlah 529, dan SMA/MA/SMK sejumlah 381 sekolah negeri maupun swasta.",DIY,Jumlah Sekolah,2035,tahun 2008,CORRECT,,,,,,,,,,,,,,
248,Daerah Istimewa Yogyakarta,"Jumlah SD/MI yang ada di DIY pada tahun 2008 adalah sejumlah 2.035, SMP/MTs/SMP Terbuka sejumlah 529, dan SMA/MA/SMK sejumlah 381 sekolah negeri maupun swasta.",DIY,Jumlah Sekolah,529,tahun 2008,CORRECT,,,,,,,,,,,,,,
249,Daerah Istimewa Yogyakarta,"Jumlah SD/MI yang ada di DIY pada tahun 2008 adalah sejumlah 2.035, SMP/MTs/SMP Terbuka sejumlah 529, dan SMA/MA/SMK sejumlah 381 sekolah negeri maupun swasta.",DIY,Jumlah Sekolah,381,tahun 2008,CORRECT,,,,,,,,,,,,,,
250,Daerah Istimewa Yogyakarta,"Ketersediaan ruang belajar dapat dikatakan sudah memadai dengan rasio siswa per kelas untuk SD/MI: 22, SMP/MTs: 33, SMA/MA/SMK: 31.",,Rasio siswa per kelas,22,,INC-NOT-ATTR,,,,,,,,,,,,,,
251,Daerah Istimewa Yogyakarta,"Ketersediaan ruang belajar dapat dikatakan sudah memadai dengan rasio siswa per kelas untuk SD/MI: 22, SMP/MTs: 33, SMA/MA/SMK: 31.",,Rasio siswa per kelas,33,,INC-NOT-ATTR,,,,,,,,,,,,,,
252,Daerah Istimewa Yogyakarta,"Ketersediaan ruang belajar dapat dikatakan sudah memadai dengan rasio siswa per kelas untuk SD/MI: 22, SMP/MTs: 33, SMA/MA/SMK: 31.",,Rasio siswa per kelas,31,,INC-NOT-ATTR,,,,,,,,,,,,,,
253,Daerah Istimewa Yogyakarta,"Sedangkan tingkat ketersediaan guru di DIY juga cukup memadai dengan rasio siswa per guru untuk SD/MI: 13, SMP/MTs: 11, SMA/MA/SMK: 9.",,Rasio siswa per guru,13,,INC-NOT-ATTR,,,,,,,,,,,,,,
254,Daerah Istimewa Yogyakarta,"Sedangkan tingkat ketersediaan guru di DIY juga cukup memadai dengan rasio siswa per guru untuk SD/MI: 13, SMP/MTs: 11, SMA/MA/SMK: 9.",,Rasio siswa per guru,9,,INC-NOT-ATTR,,,,,,,,,,,,,,
255,Daerah Istimewa Yogyakarta,Untuk tahun 2010 pembinaan guru jenjang SD/MI sebanyak 3.900 guru telah memenuhi kualifikasi dari total 24.093 guru.,,Jumlah guru,3900,,INC-NOT-ATTR,,,,,,,,,,,,,,
256,Daerah Istimewa Yogyakarta,Untuk tahun 2010 pembinaan guru jenjang SD/MI sebanyak 3.900 guru telah memenuhi kualifikasi dari total 24.093 guru.,,Jumlah guru,24093,,INC-NOT-ATTR,,,,,,,,,,,,,,
257,Daerah Istimewa Yogyakarta,Jenjang SMP/MTs sebanyak 3.939 guru telah memenuhi kualifikasi dari total 12.971 guru.,Jenjang SMP/MTs,Jumlah guru,3939,,CORRECT,,,,,,,,,,,,,,
258,Daerah Istimewa Yogyakarta,Jenjang SMP/MTs sebanyak 3.939 guru telah memenuhi kualifikasi dari total 12.971 guru.,Jenjang SMP/MTs,Jumlah guru,12971,,CORRECT,,,,,,,,,,,,,,
259,Daerah Istimewa Yogyakarta,"Para lulusan jenjang SD/MI pada umumnya dapat melanjutkan ke SMP/MTs, sejalan kebijakan Wajib Belajar Pendidikan Dasar 9 Tahun yang dicanangkan pemerintah.",,,9 Tahun,,INC-TEMPORAL,,,,,,,,,,,,,,
260,Daerah Istimewa Yogyakarta,"Pada tahun 2010, angka kelulusan SD/MI mencapai 96,47%, SMP/MTs mencapai 81,84% dan SMA/MA/SMK sebesar 88,98%.",angka kelulusan,Persentase,"96,47 %","tahun 2010,",CORRECT,,,,,,,,,,,,,,
261,Daerah Istimewa Yogyakarta,"Pada tahun 2010, angka kelulusan SD/MI mencapai 96,47%, SMP/MTs mencapai 81,84% dan SMA/MA/SMK sebesar 88,98%.",angka kelulusan,Persentase,"81,84 %","tahun 2010,",CORRECT,,,,,,,,,,,,,,
262,Daerah Istimewa Yogyakarta,"Sedangkan angka putus sekolah pada tahun yang sama sebesar 0,07% untuk SD/MI; 0,17% untuk SMP/MTs; dan 0,44% untuk SMA/MA/SMK.",angka putus sekolah,Persentase,"0,07 %",,CORRECT,,,,,,,,,,,,,,
263,Daerah Istimewa Yogyakarta,"Sedangkan angka putus sekolah pada tahun yang sama sebesar 0,07% untuk SD/MI; 0,17% untuk SMP/MTs; dan 0,44% untuk SMA/MA/SMK.",angka putus sekolah,Persentase,"0,17%",,CORRECT,,,,,,,,,,,,,,
264,Daerah Istimewa Yogyakarta,"Sedangkan angka putus sekolah pada tahun yang sama sebesar 0,07% untuk SD/MI; 0,17% untuk SMP/MTs; dan 0,44% untuk SMA/MA/SMK.",angka putus sekolah,Persentase,"0,44 %",,CORRECT,,,,,,,,,,,,,,
265,Daerah Istimewa Yogyakarta,"Sementara itu jumlah perguruan tinggi di DIY baik negeri, swasta maupun kedinasan seluruhnya sebanyak 136 institusi dengan rincian 21 universitas, 5 institut, 41 sekolah tinggi, 8 politeknik dan 61 akademi yang diasuh oleh 9.736 dosen.",perguruan tinggi,Jumlah dosen,9736,,CORRECT,,,,,,,,,,,,,,
266,Daerah Istimewa Yogyakarta,DIY memiliki tidak kurang dari 515 Bangunan Cagar Budaya yang tersebar di 13 Kawasan Cagar Budaya.,DIY,Jumlah kawasan cagar budaya,13,,CORRECT,,,,,,,,,,,,,,
267,Daerah Istimewa Yogyakarta,"Selain itu, DIY juga mempunyai 30 museum, yang dua di antaranya yaitu Museum Ullen Sentalu, dan Museum Sonobudoyo diproyeksikan menjadi museum internasional.",DIY,Jumlah museum,30,,CORRECT,,,,,,,,,,,,,,
268,Daerah Istimewa Yogyakarta,"Selain itu, DIY juga mempunyai 30 museum, yang dua di antaranya yaitu Museum Ullen Sentalu, dan Museum Sonobudoyo diproyeksikan menjadi museum internasional.",,,dua,,INC-NOT-ATTR,,,,,,,,,,,,,,
269,Daerah Istimewa Yogyakarta,"Pada 2010, persentase benda cagar budaya tidak bergeak dalam kategori baik sebesar 41,55%, sedangkan kunjungan ke museum mencapai 6,42%.",,Persentase,"41,55 %",,INC-NOT-ATTR,,,,,,,,,,,,,,
270,Daerah Istimewa Yogyakarta,"Penduduk DIY mayoritas beragama Islam yaitu sebesar 92,62%, selebihnya beragama Katolik 4,50%, kemudian Kristen Protestan 2,68%, Hindu 0,09%, Budha 0,09% dan lainnya 0,02%.",Penduduk DIY,Persentase,"92,62 %",,CORRECT,,,,,,,,,,,,,,
271,Daerah Istimewa Yogyakarta,"Penduduk DIY mayoritas beragama Islam yaitu sebesar 92,62%, selebihnya beragama Katolik 4,50%, kemudian Kristen Protestan 2,68%, Hindu 0,09%, Budha 0,09% dan lainnya 0,02%.",Penduduk DIY,Persentase,"4,50%",,CORRECT,,,,,,,,,,,,,,
272,Daerah Istimewa Yogyakarta,"Penduduk DIY mayoritas beragama Islam yaitu sebesar 92,62%, selebihnya beragama Katolik 4,50%, kemudian Kristen Protestan 2,68%, Hindu 0,09%, Budha 0,09% dan lainnya 0,02%.",Penduduk DIY,Persentase,"2,68 %",,CORRECT,,,,,,,,,,,,,,
273,Daerah Istimewa Yogyakarta,"Penduduk DIY mayoritas beragama Islam yaitu sebesar 92,62%, selebihnya beragama Katolik 4,50%, kemudian Kristen Protestan 2,68%, Hindu 0,09%, Budha 0,09% dan lainnya 0,02%.",Penduduk DIY,Persentase,"0,09 %",,CORRECT,,,,,,,,,,,,,,
274,Daerah Istimewa Yogyakarta,"Penduduk DIY mayoritas beragama Islam yaitu sebesar 92,62%, selebihnya beragama Katolik 4,50%, kemudian Kristen Protestan 2,68%, Hindu 0,09%, Budha 0,09% dan lainnya 0,02%.",Penduduk DIY,Persentase,"0,09 %",,CORRECT,,,,,,,,,,,,,,
275,Daerah Istimewa Yogyakarta,"Penduduk DIY mayoritas beragama Islam yaitu sebesar 92,62%, selebihnya beragama Katolik 4,50%, kemudian Kristen Protestan 2,68%, Hindu 0,09%, Budha 0,09% dan lainnya 0,02%.",Penduduk DIY,Persentase,"0,02 %",,CORRECT,,,,,,,,,,,,,,
276,Daerah Istimewa Yogyakarta,"Sarana rumah ibadah terus mengalami perkembangan, pada tahun 2007 terdiri dari 6214 masjid, 3413 langgar, 1877 musholla, 218 gereja, 139 kapel, 25 kuil/pura dan 24 vihara/klenteng.",Sarana rumah ibadah,Jumlah gereja,218,tahun 2007,CORRECT,,,,,,,,,,,,,,
277,Daerah Istimewa Yogyakarta,"Sarana rumah ibadah terus mengalami perkembangan, pada tahun 2007 terdiri dari 6214 masjid, 3413 langgar, 1877 musholla, 218 gereja, 139 kapel, 25 kuil/pura dan 24 vihara/klenteng.",Sarana rumah ibadah,Jumlah kapel,139,,CORRECT,,,,,,,,,,,,,,
278,Daerah Istimewa Yogyakarta,"Sarana rumah ibadah terus mengalami perkembangan, pada tahun 2007 terdiri dari 6214 masjid, 3413 langgar, 1877 musholla, 218 gereja, 139 kapel, 25 kuil/pura dan 24 vihara/klenteng.",Sarana rumah ibadah,Jumlah vihara/klenteng,24,,CORRECT,,,,,,,,,,,,,,
279,Daerah Istimewa Yogyakarta,"Sedangkan jumlah madrasah baik negeri maupun swasta terdiri dari 148 madrasah ibtidaiyah, 84 madrasah tsanawiyah dan 35 madrasah aliyah.",,jumlah madrasah,148,,INC-NOT-ATTR,,,,,,,,,,,,,,
280,Daerah Istimewa Yogyakarta,"Sedangkan jumlah madrasah baik negeri maupun swasta terdiri dari 148 madrasah ibtidaiyah, 84 madrasah tsanawiyah dan 35 madrasah aliyah.",,jumlah madrasah,84,,INC-NOT-ATTR,,,,,,,,,,,,,,
281,Daerah Istimewa Yogyakarta,"Sedangkan jumlah madrasah baik negeri maupun swasta terdiri dari 148 madrasah ibtidaiyah, 84 madrasah tsanawiyah dan 35 madrasah aliyah.",,jumlah madrasah,35,,INC-NOT-ATTR,,,,,,,,,,,,,,
