source,sentence,ARG0,PRED,ARG1,TAG,NUM_CATEGORY
Website,"Program Pensiun; ada dua macam program pensiun yang ada saat ini, yaitu program pensiun manfaat pasti dan program pensiun iuran pasti yang masing masing memiliki kelebihan dan kekurangannya, baik yang diselanggarakan oleh dana pensiun pemberi kerja maupun dana pensiun lembaga keuangan (DPLK).",Program Pensiun,jumlah macam,dua,CORRECT,CRD
Website,Kenyataan yang terjadi hidup dinegeri Republik Indonesia tercinta ini adalah kenaikan uang pensiun yang diterima hanya mampu mengikuti deret hitung 1.,Kenyataan,jumlah hitung,1,INCORRECT,CRD
Website,".5 .. dst, sedangkan kenaikan inflasi dan kebutuhan hidup dimasa mensiun mengikuti deret ukur 1.",kenaikan inflasi dan kebutuhan hidup,jumlah mengikuti,0.5,INCORRECT,CRD
Website,"Akibatnya uang pensiun semakin lama seiring bertambahnya waktu, daya belinya semakin lemah dan pasti tidak mencukupi kebutuhan hidup, hal tersebut amat berbeda dengan Negara negara yang inflasinya sangat terkendali . 2.",Negara negara yang inflasinya,jumlah terkendali,2,INCORRECT,CRD
Website,"Jika program pemilikan saham perusahaan dilaksanakan sangat menguntungkan bagi kedua belah pihak, pihak karyawan bekerja akan sungguh sungguh, hati hati dan jujur, produktif dan berusaha menjaga sekuat tenaga agar perusahaan tidak rugi.",program pemilikan saham perusahaan,jumlah belah,kedua,INCORRECT,CRD
Website,Kode Etik ini berisi pedoman yang mengatur hubungan antara : 1 . Perusahaan anggota Asosiasi Penjualan Langsung Indonesia (APLI) dan para Penjual Langsung atau calon Penjual Langsung . 2 . Perusahaan Anggota APLI dan para Penjual Langsung serta para Konsumen 3.,Kode Etik ini,jumlah Perusahaan anggota Asosiasi Penjualan Langsung Indonesia,1,INCORRECT,CRD
Website,"Perusahaan-perusahaan Anggota, karena mereka berkompetisi di pasar bebas . 4.",Perusahaan-perusahaan Anggota,jumlah pasar bebas,4,INCORRECT,CRD
Website,"Ruang Lingkup Kode Etik ini berisi bagian-bagian yang berjudul Pengaturan untuk Perlindungan Konsumen; Pengaturan antara Perusahaan dan Penjual Langsung; dan Antar Ketiga bagian ini membahas berbagai interaksi seputar penjualan langsung dirancang untuk membantu terciptanya kepuasan dan perlindungan Konsumen, mempromosikan persaingan dalam rangka system dunia usaha bebas dan meningkatkan citra publik tentang penjualan langsung.",Ruang Lingkup Kode Etik ini,jumlah bagian ini,Ketiga,INCORRECT,CRD
Website,"1.2 Daftar Istilah Untuk keperluan Kode Etik, istilah-istilah yang digunakan memiliki arti sebagai berikut :",istilah-istilah,jumlah Daftar Istilah Untuk keperluan Kode Etik,1.2,INCORRECT,CRD
Website,"2.2 Identifikasi Sejak awal presentasi penjualan, Penjual Langsung tanpa diminta wajib dengan jujur dan jelas memperkenalkan diri mereka; identitas Perusahaan mereka; Produk mereka; dan tujuan pertemuan / berkumpulnya mereka kepada para calon Konsumen",Penjual Langsung,jumlah Identifikasi Sejak awal presentasi penjualan,2.2,INCORRECT,CRD
Website,"2.5 Literatur Literatur promosi, iklan dan surat penawaran via pos tidak boleh memuat keterangan, pernyataan, foto atau ilustrasi Produk yang bersifat mengecoh, menipu dan menyesatkan.",iklan dan surat penawaran via pos,jumlah Literatur Literatur promosi,2.5,INCORRECT,CRD
Website,"3.1 Kepatuhan Penjual Langsung Perusahaan harus mewajibkan para Penjual Langsung mereka, sebagai satu syarat keanggotaan dalam system distribusi Perusahaan, untuk mematuhi standar-standar Kode Etik ini.",Kepatuhan Penjual Langsung Perusahaan,jumlah syarat keanggotaan dalam system distribusi Perusahaan,satu,INCORRECT,CRD
Website,"3.4 Remunerasi dan pelaporan Perusahaan harus memberikan kepada para Penjual Langsung laporan periodik, sebagaimana yang berlaku untuk setiap penjualan, pembelian, rincian pendapatan, komisi, bonus, diskon, pengiriman barang, pembatalan dan data lain yang relevan kepada Penjual Langsung sesuai dengan perjanjian yang disepakati Perusahaan dengan Penjual Langsung.",Remunerasi dan pelaporan Perusahaan,memberikan,3.4 Remunerasi,INCORRECT,QTY
Website,"3.8 Pemutusan Hubungan Pada saat hubungan seorang Penjual Langsung dengan Perusahaan diputuskan, perusahaan harus membeli kembali produk yang tidak terjual dan masih dapat dijual kembali, termasuk bahan-bahan promosi, alat bantu dan alat-alat penjualan yang dibeli dalam kurun waktu 12 bulan terakhir dikurangi biaya penanganan hingga 10% dari harga pembelian bersih.",perusahaan,kurun waktu,12 bulan,INCORRECT,QTY
Website,"3.8 Pemutusan Hubungan Pada saat hubungan seorang Penjual Langsung dengan Perusahaan diputuskan, perusahaan harus membeli kembali produk yang tidak terjual dan masih dapat dijual kembali, termasuk bahan-bahan promosi, alat bantu dan alat-alat penjualan yang dibeli dalam kurun waktu 12 bulan terakhir dikurangi biaya penanganan hingga 10% dari harga pembelian bersih.",perusahaan,persentase harga pembelian bersih,10 %,INCORRECT,PRC
Website,"5.3 Perbaikan Administrator Kode Etik dapat mewajibkan pembatalan pemesanan, pengembalian Produk yang telah dibeli, pengembalian uang pembayaran atau tindakan-tindakan yang tepat lainnya, termasuk peringatan kepada Penjual Langsung atau Perusahaan, pembatalan atau penghentian kontrak Penjual Langsung atau hubungan-hubungan lainnya dengan Perusahaan, dan peringatan kepada Perusahaan.",pengembalian Produk,jumlah Perbaikan Administrator Kode Etik,5.3,INCORRECT,CRD
Website,Dan seluruh awaknya yang berjumlah 268 orang berlayar dengan perahu sekoci darurat menuju kota Batavia ini.,awaknya,jumlah orang,268,CORRECT,CRD
Website,"Prasasti terebut berkaitan dengan 4 prasasti lain yang berasal dari zaman kerajaan Hindu, Tarumanegara ketika diperintah oleh Raja Purnawarman . Berdasarkan Prasasti Kebon Kopi, nama Sunda Kalapa (Sunda Kelapa) sendiri diperkirakan baru muncul abad sepuluh.",Prasasti,jumlah prasasti lain,4,CORRECT,CRD
Website,"Orang Sunda yang membelanya dikalahkan dan mundur ke arah Bogor . Sejak itu, dan untuk beberapa dasawarsa abad ke- 16, Jayakarta dihuni orang Banten yang terdiri dari orang yang berasal dari Demak dan Cirebon.",Jayakarta,jumlah ke-,16,INCORRECT,CRD
Website,"Pada tahun 1611 VOC mendapat izin untuk membangun satu rumah kayu dengan fondasi batu di Jayakarta, sebagai kantor dagang.",VOC,jumlah rumah kayu dengan fondasi batu di Jayakarta,satu,INCORRECT,CRD
Website,"Pada 4 Maret 1621, pemerintah Stad Batavia (kota Batavia) dibentuk [1]. Jayakarta dibumiratakan dan dibangun benteng yang bagian depannya digali parit.",pemerintah Stad Batavia,dibentuk,1 ] . Jayakarta,INCORRECT,QTY
Website,Selama 8 tahun kota Batavia sudah meluas 3 kali lipat.,tahun kota Batavia,meluas,8 tahun,INCORRECT,QTY
Website,Selama 8 tahun kota Batavia sudah meluas 3 kali lipat.,tahun kota Batavia,jumlah kali,3,INCORRECT,CRD
Website,Pada awal abad ke- 17 perbatasan antara wilayah kekuasaan Banten dan Batavia mula-mula dibentuk oleh Kali Angke dan kemudian Kali Cisadane . Kawasan sekitar Batavia menjadi kosong.,perbatasan antara wilayah kekuasaan Banten dan Batavia mula-mula,jumlah ke-,17,INCORRECT,CRD
Website,"Baru pada akhir abad ke- 17 daerah Jakarta sekarang mulai dihuni orang lagi, yang digolongkan menjadi kelompok budak belian dan orang pribumi yang bebas.",daerah Jakarta sekarang,jumlah ke-,17,INCORRECT,CRD
Website,"Pada tahun 1673, penduduk dalam kota Batavia berjumlah 27.086 orang.",penduduk dalam kota Batavia,jumlah orang,27.086,CORRECT,CRD
Website,Penduduk yang bebas ini ditambah dengan 13.278 orang budak (49 persen) dari bermacam-macam suku dan bangsa.,Penduduk yang bebas ini,jumlah orang budak,13.278,INCORRECT,CRD
Website,"Sepanjang abad ke- 18, kelompok terbesar penduduk kota berstatus budak.",kelompok terbesar penduduk kota,jumlah ke-,18,INCORRECT,CRD
Website,"Karena itu, jumlah mereka turun dengan cepat pada abad itu dan pada awal abad ke- 19 mulai diserap dalam kaum Betawi, kecuali kelompok Tugu, yang sebagian kini pindah di Pejambon, di belakang Gereja Immanuel Jakarta . Orang Tionghoa selamanya bertambah cepat, walaupun sepuluh ribu orang dibunuh pada tahun 1740 di dalam dan di luar kota.",kelompok Tugu,jumlah ke-,19,INCORRECT,CRD
Website,"Karena itu, jumlah mereka turun dengan cepat pada abad itu dan pada awal abad ke- 19 mulai diserap dalam kaum Betawi, kecuali kelompok Tugu, yang sebagian kini pindah di Pejambon, di belakang Gereja Immanuel Jakarta . Orang Tionghoa selamanya bertambah cepat, walaupun sepuluh ribu orang dibunuh pada tahun 1740 di dalam dan di luar kota.",Orang Tionghoa,jumlah orang,sepuluh ribu,CORRECT,CRD
Website,"JAKARTA, Harga minyak mentah di pasar internasional terus bergerak hingga mencapai di atas 80 dollar AS per barrel.",JAKARTA,mencapai,di atas 80 dollar AS,INCORRECT,MON
Website,"Pasalnya, bila harga minyak terus merangkak hingga di atas asumsi pemerintah dalam RAPBN-P 2010 sekitar 77 dollar AS per barrel atau bahkan di atas 100 dollar AS per barrel, maka harga bahan bakar minyak dalam negeri diperkirakan juga akan naik.",harga minyak,atas asumsi pemerintah dalam RAPBN-P,RAPBN-P 2010 sekitar 77 dollar AS,INCORRECT,MON
Website,"Pasalnya, bila harga minyak terus merangkak hingga di atas asumsi pemerintah dalam RAPBN-P 2010 sekitar 77 dollar AS per barrel atau bahkan di atas 100 dollar AS per barrel, maka harga bahan bakar minyak dalam negeri diperkirakan juga akan naik.",harga minyak,dollar,di atas 100 dollar AS,INCORRECT,MON
Website,"Kalau harga minyak naik terus hingga 100 dollar AS per barrel, kemungkinan kenaikan BBM ada.",harga minyak,naik,100 dollar AS,CORRECT,MON
Website,"Berbeda dengan Fauzi, Purbaya memprediksi harga minyak internasional tidak akan mungkin menembus kisaran 100 dollar AS per barel.",Purbaya,kisaran,100 dollar AS,INCORRECT,MON
Website,"Diperkirakan, harga minyak hanya akan berfluktuasi di kisaran 60 hingga 80 dollar AS per barel hingga akhir tahun.",harga minyak,jumlah kisaran,60,INCORRECT,CRD
Website,"Diperkirakan, harga minyak hanya akan berfluktuasi di kisaran 60 hingga 80 dollar AS per barel hingga akhir tahun.",harga minyak,berfluktuasi,80 dollar AS,INCORRECT,MON
Website,"Cisco memprediksi pada 2020, PC seharga Rp 10 juta memiliki kemampuan setara dengan otak manusia.",Cisco,PC seharga,Rp 10 juta,INCORRECT,MON
Website,"Pada 2030, kemampuan PC akan seimbang dengan otak manusia satu kampung.",kemampuan PC akan seimbang dengan otak manusia,jumlah kampung,satu,INCORRECT,CRD
Website,Dave Evans Chief Futurist Cisco IBSG Innovations Practice membuat prediksi 25 teknologi teratas yang akan terjadi di masa mendatang.,Dave Evans Chief Futurist Cisco IBSG Innovations Practice,jumlah teknologi teratas,25,INCORRECT,CRD
Website,"Pada tahun 2029, storage 11 petabyte yang dapat menyimpan video berkualitas DVD untuk diputar selama 600 tahun lebih tanpa henti 24 jam sehari harganya hanya US $100 (Rp 950 ribu). 2.",storage,jumlah petabyte,11,INCORRECT,CRD
Website,"Pada tahun 2029, storage 11 petabyte yang dapat menyimpan video berkualitas DVD untuk diputar selama 600 tahun lebih tanpa henti 24 jam sehari harganya hanya US $100 (Rp 950 ribu). 2.",storage,diputar,600 tahun,INCORRECT,QTY
Website,"Pada tahun 2029, storage 11 petabyte yang dapat menyimpan video berkualitas DVD untuk diputar selama 600 tahun lebih tanpa henti 24 jam sehari harganya hanya US $100 (Rp 950 ribu). 2.",storage,jam sehari harganya hanya US,24 jam,INCORRECT,QTY
Website,"Pada tahun 2029, storage 11 petabyte yang dapat menyimpan video berkualitas DVD untuk diputar selama 600 tahun lebih tanpa henti 24 jam sehari harganya hanya US $100 (Rp 950 ribu). 2.",storage,tahun lebih tanpa henti,US $ 100,INCORRECT,MON
Website,"Pada tahun 2029, storage 11 petabyte yang dapat menyimpan video berkualitas DVD untuk diputar selama 600 tahun lebih tanpa henti 24 jam sehari harganya hanya US $100 (Rp 950 ribu). 2.",storage,jam sehari harganya hanya US,Rp 950 ribu,INCORRECT,MON
Website,"Pada tahun 2029, storage 11 petabyte yang dapat menyimpan video berkualitas DVD untuk diputar selama 600 tahun lebih tanpa henti 24 jam sehari harganya hanya US $100 (Rp 950 ribu). 2.",storage,jumlah Rp,2,INCORRECT,CRD
Website,"Pada tahun 2013, lalu-lintas jaringan nirkabel akan mencapai 400 petabyte perbulan.",lalu-lintas jaringan nirkabel,jumlah petabyte perbulan,400,CORRECT,CRD
Website,"Sekarang ini, jaringan di seluruh dunia mentrasnfer data lebih dari 9 exabyte per bulan . 4.",jaringan,data,lebih dari 9 exabyte,INCORRECT,MON
Website,"Sekarang ini, jaringan di seluruh dunia mentrasnfer data lebih dari 9 exabyte per bulan . 4.",jaringan,jumlah bulan,4,INCORRECT,CRD
Website,"Pada tahun 2020, PC seharga US $1.000 akan memiliki kemampuan memproses setara dengan otak manusia . 8.",PC seharga US,jumlah setara dengan otak manusia,8,INCORRECT,CRD
Website,"Pada tahun 2030, kemampuan memproses PC seharga US $1.000 akan seimbang dengan kemampuan otak manusia satu kampung . 9.",kemampuan,seimbang,US $ 1.000,INCORRECT,MON
Website,"Pada tahun 2030, kemampuan memproses PC seharga US $1.000 akan seimbang dengan kemampuan otak manusia satu kampung . 9.",kemampuan,jumlah kemampuan otak manusia,satu kampung . 9,INCORRECT,CRD
Website,"Besar data di dunia akan meningkat enam kali lipat dalam dua tahun ke depan, sementara data perusahaan akan meningkat lima puluh kali lipat . 12.",data di dunia,jumlah kali,enam,INCORRECT,CRD
Website,"Besar data di dunia akan meningkat enam kali lipat dalam dua tahun ke depan, sementara data perusahaan akan meningkat lima puluh kali lipat . 12.",data di dunia,tahun ke depan,dua tahun,INCORRECT,QTY
Website,"Besar data di dunia akan meningkat enam kali lipat dalam dua tahun ke depan, sementara data perusahaan akan meningkat lima puluh kali lipat . 12.",data perusahaan,jumlah kali,lima puluh,INCORRECT,CRD
Website,"Besar data di dunia akan meningkat enam kali lipat dalam dua tahun ke depan, sementara data perusahaan akan meningkat lima puluh kali lipat . 12.",data perusahaan,jumlah lipat,12,INCORRECT,CRD
Website,"Pada tahun 2015, Google akan mengindex sekitar 775 miliar halaman konten . 13.",Google,jumlah miliar,sekitar 775,INCORRECT,CRD
Website,"Pada tahun 2015, trafik yang dihasilkan oleh telepon, web, email, foto, dan musik akan meledak, dan mencapai 50 exabyte . 18.",trafik,jumlah mencapai,50 exabyte . 18,INCORRECT,CRD
Website,"Dalam dua tahun, informasi di internet akan berlipat ganda setiap 11 jam . 19.",informasi di internet,berlipat,dua tahun,INCORRECT,QTY
Website,"Dalam dua tahun, informasi di internet akan berlipat ganda setiap 11 jam . 19.",informasi di internet,ganda,11 jam,INCORRECT,QTY
Website,"Dalam dua tahun, informasi di internet akan berlipat ganda setiap 11 jam . 19.",informasi di internet,jumlah berlipat,19,INCORRECT,CRD
Website,"Pada tahun 2010 , 35 miliar perangkat akan terhubung ke internet (hampir enam perangkat per orang di dunia). 20.",perangkat,jumlah terhubung,35 miliar,CORRECT,CRD
Website,"Pada tahun 2010 , 35 miliar perangkat akan terhubung ke internet (hampir enam perangkat per orang di dunia). 20.",perangkat,jumlah perangkat per orang di dunia,hampir enam,CORRECT,CRD
Website,"Pada tahun 2010 , 35 miliar perangkat akan terhubung ke internet (hampir enam perangkat per orang di dunia). 20.",perangkat,jumlah terhubung,20,INCORRECT,CRD
Website,"Pada tahun 2020, penerjemah bahasa universal akan menjadi hal yang umum di setiap perangkat . 23.",penerjemah bahasa universal,jumlah perangkat,23,INCORRECT,CRD
Website,"Dalam lima tahun ke depan, permukaan apa pun dapat dijadikan layar tampilan . 24.",permukaan,tahun ke depan,lima tahun,INCORRECT,QTY
Website,"Pada tahun 2025, teleportasi pada tingkat partikel akan mulai terealisasi . 25.",teleportasi pada tingkat partikel,jumlah terealisasi,25,INCORRECT,CRD
Website,GPU Ion lanjutan ini diharapkan untuk menandingi kartu grafis sebelumnya dengan sistem grafis netbook 10 kali lebih kuat dan netbook menjadi tahan selama 10 jam masa pemakaian bila menggunakan kartu grafis yang sudah mengusung teknologi Optimus tersebut.,GPU Ion lanjutan ini,jumlah kali,10,INCORRECT,CRD
Website,GPU Ion lanjutan ini diharapkan untuk menandingi kartu grafis sebelumnya dengan sistem grafis netbook 10 kali lebih kuat dan netbook menjadi tahan selama 10 jam masa pemakaian bila menggunakan kartu grafis yang sudah mengusung teknologi Optimus tersebut.,netbook,jam masa pemakaian,10 jam,INCORRECT,QTY
Website,"Nvidia memperkenalkan Ion 2 untuk menampilkan produk netbooksOver 30 yang sudah terintegrasi dengannya, yang mana diharapkan segera diluncurkan pada musim panas nanti.",Nvidia,jumlah Ion,2,INCORRECT,CRD
Website,"Nvidia memperkenalkan Ion 2 untuk menampilkan produk netbooksOver 30 yang sudah terintegrasi dengannya, yang mana diharapkan segera diluncurkan pada musim panas nanti.",Nvidia,jumlah produk netbooksOver,30,INCORRECT,CRD
Website,"Sebagai contoh, Acer Aspire One 532 G (10 inchi) dan ASUS 1201 PN (12 inchi) akan dijadwalkan untuk menjadi generasi pertama yang menggunakan kartu grafis Ion 2 tersebut.",Acer Aspire One 532 G,jumlah inchi,12,CORRECT,CRD
Website,"Sebagai contoh, Acer Aspire One 532 G (10 inchi) dan ASUS 1201 PN (12 inchi) akan dijadwalkan untuk menjadi generasi pertama yang menggunakan kartu grafis Ion 2 tersebut.",Acer Aspire One 532 G,jumlah kartu grafis Ion,2,INCORRECT,CRD
Website,"Selain itu, semua PC all-in-one terbaru didukung oleh Ion 2 termasuk ASUS Eee Top 2010 PNT dan Lenovo C 200.",PC all-in-one terbaru,jumlah Ion,2,INCORRECT,CRD
Website,"Akhirnya, sejumlah mitra seperti AOPEN, Asrock, Asus, Foxconn, Giada, J & W, Jetway, Pegatron, POV, Shuttle dan ZOTAC juga berencana untuk memperkenalkan Ion 2 terbaru ini dengan membundelnya pada produk mereka.",mitra seperti AOPEN,jumlah Ion,2,INCORRECT,CRD
Website,Hal ini pun pernah dialami oleh kemenakan saya yang berusia 8 tahun.,Hal ini,berusia,8 tahun,INCORRECT,QTY
Website,"Aisyiah Fennita Nanda telah menyediakan produk-produk untuk menghilangkan bercak-bercak putih di wajah, yang terdiri dari 3 produk yang harus digunakan secara bersamaan, yaitu :",Aisyiah Fennita Nanda,jumlah produk,3,INCORRECT,CRD
Website,"Jadi 1 paket produk penghilang bercak putih ini seharga Rp 210.000, - (belum termasuk ongkos kirim )",paket produk penghilang,putih ini seharga,Rp 210.000,INCORRECT,MON
Website,"Banyak produk kosmetika perawatan kulit yang tersedia dari berbagai merek, belilah satu yang sesuai jenis kulit Anda.",produk kosmetika perawatan kulit,jumlah belilah,satu,INCORRECT,CRD
Website,"Gen Kaum wanita memiliki lebih banyak lemak pada paha dan pantat sebagai akibat kehamilan, beberapa wanita memiliki lebih banyak lemak dibandingkan orang lain dan beberapa wanita lain kurang memiliki lemak, bergantung pada gen keluarga . 2.",wanita,jumlah gen keluarga,2,INCORRECT,CRD
Website,Kesimpulannya: - Sabuk pelangsing dapat digunakan bersamaan dengan krim pelangsing dan susu diet - Sauna dapat digunakan bersamaan dengan krim pelangsing Untuk krim pelangsing kini tersedia di klinik kecantikan dr . Aisyiah dengan harga Rp .300 .000,Kesimpulannya,Aisyiah dengan harga,Rp .300 .000,INCORRECT,MON
Website,"Teknologi nirkabel atau wireless pada notebook (komputer jinjing) pun diciptakan, yang pada akhirnya memudahkan pelaksanaan proses-proses jurnalistik [1]. Lalu tibalah pada tanggal 19 Januari 1998, di mana Mark Drudge mempublikasikan kisah perselingkuhan Presiden Amerika Serikat, Bill Clinton, dengan Monica Lewinsky [2]. Tanggal tersebut lah yang disebut sebagai tanggal lahir Jurnalisme Daring, yang pada akhirnya berkembang di berbagai negara lain.",Teknologi nirkabel atau wireless pada notebook,jumlah pelaksanaan proses-proses jurnalistik,1,INCORRECT,CRD
Website,"Kemudian barulah pada tahun 2000 -an, muncul situs-situs pribadi yang menampilkan laporan jurnalistik pemiliknya, yang kemudian disebut sebagai weblog atau blog [1] [3].",-an,weblog atau blog,1 ] [ 3 ],INCORRECT,QTY
Website,"Paul Bradshaw menyebutkan bahwa ada lima prinsip dasar jurnalisme daring, yang terdiri dari akronim bahasa Inggris B-A-S-I-C, yakni' Brevity – Adaptability – Scannability – Interactivity – Community and Coversation '",Paul Bradshaw,jumlah prinsip dasar jurnalisme daring,lima,CORRECT,CRD
Website,"Dengan adanya kemajuan teknologi, jurnalis dapat menyajikan berita dengan cara membuat berbagai keragaman cara, seperti dengan penyediaan format suara, video, gambar, dan lain-lain dalam suatu berita [5].",jurnalis,lain-lain,suatu berita [ 5 ],INCORRECT,MON
Website,"Untuk memudahkan para audiens, situs-situs terkait dengan jurnalisme daring hendaknya memiliki sifat dapat dipindai, agar pembaca tidak perlu merasa terpaksa dalam membaca informasi atau berita [6].",pembaca,informasi atau berita,[ 6 ],INCORRECT,MON
Website,Jurnalis juga harus memberi jawaban atau timbal balik kepada publik sebagai sebuah balasan atas interaksi yang dilakukan publik tadi [8].,Jurnalis,jumlah publik tadi,8,INCORRECT,CRD
Website,Jenis-jenis jurnalisme daring dapat dilihat dari dua domain.,Jenis-jenis jurnalisme daring,jumlah domain,dua,INCORRECT,CRD
Website,"Mainstream News Sites . Contoh situs-situs jenis jurnalisme daring ini adalah Detik . com, Astaga . com [2], maupun situs-situs surat kabar lainnya.",Mainstream News Sites,jumlah Astaga,2,INCORRECT,CRD
Website,"Index and Category Sites . Jenis jurnalisme daring ini sering dikaitkan dengan situs-situs search engines . Jenis jurnalisme daring ini menawarkan audiens berbagai pilihan link di seluruh World Wide Web . Contohnya adalah situs Google, Altavista [3], dan Yahoo.",Contohnya,jumlah Altavista,3,INCORRECT,CRD
Website,"Contohnya adalah Mediachannel [4], Europemedia [5], dan lain-lain.",Contohnya,Mediachannel,"4 ] , Europemedia [ 5 ]",INCORRECT,QTY
Website,"Dengan kata lain, informasi-informasi yang disajikan dalam jurnalisme daring (internet) tidaklah terbatas hanya dengan satu bentuk cara saja, melainkan dengan beberapa macam bentuk cara, seperti gabungan antara gambar, suara, serta grafik.",informasi-informasi,jumlah bentuk cara,satu,INCORRECT,CRD
Website,"Kelima belas orang itu terdiri dari beberapa perwakilan jaringan WI di enam wilayah: Jakarta, Jawa Barat, Jawa Tengah dan Yogyakarta, Jawa Timur dan Nusa Tenggara Barat.",orang itu,jumlah wilayah,enam,INCORRECT,CRD
Website,"Isu-isu yang dipantau dikelompokan dalam enam kategori: pertama, isu kebebasan beragama dan berkeyakinan; kedua pendirian tempat ibadah, baik menyangkut regulasi, implementasi dan dinamika masyarakat dalam isu ini; ketiga, kekerasan berbasis agama; keempat, kebebasan berpikir dan berekspresi; kelima, regulasi bernuansa agama; dan keenam, hubungan antaragama.",Isu-isu,jumlah kategori,enam,CORRECT,CRD
Website,"Isu-isu yang dipantau dikelompokan dalam enam kategori: pertama, isu kebebasan beragama dan berkeyakinan; kedua pendirian tempat ibadah, baik menyangkut regulasi, implementasi dan dinamika masyarakat dalam isu ini; ketiga, kekerasan berbasis agama; keempat, kebebasan berpikir dan berekspresi; kelima, regulasi bernuansa agama; dan keenam, hubungan antaragama.",Isu-isu,jumlah pendirian tempat ibadah,kedua,INCORRECT,CRD
Website,"Sebelumnya berdasarkan laporan dan beberapa investigasi surat kabar, Menteri Luar Negeri menerima uang dari seorang pengusaha Tionghoa sebesar satu setengah juta rupiah sebagai bagian dari ongkos cetak kartu suara pemilu.",Menteri Luar Negeri,uang dari seorang pengusaha Tionghoa sebesar,satu setengah juta rupiah,CORRECT,MON
Website,"Waktu itu Ruslan membawa uang US $11,000 titipan dari pengusaha Tionghoa.",Ruslan,uang US,"US $ 11,000 titipan",INCORRECT,MON
Website,"Akhirnya Ruslan Abdulgani divonnis mengganti rugi sebesar Rp 5,000 rupiah dan di hukum satu bulan penjara.",Akhirnya Ruslan Abdulgani,mengganti,"Rp 5,000 rupiah",CORRECT,MON
Website,"Akhirnya Ruslan Abdulgani divonnis mengganti rugi sebesar Rp 5,000 rupiah dan di hukum satu bulan penjara.",Akhirnya Ruslan Abdulgani,bulan penjara,satu bulan,INCORRECT,QTY
Website,satu lagi tokoh hukum yang nyaris terlupakan .. mestinya Kejaksaan sekarang malu kalau mereka punya tokoh sekaliber dia,Kejaksaan sekarang malu kalau mereka,jumlah tokoh hukum,satu,INCORRECT,CRD
Website,"berarti sebelum jaman demookrasi terpimpin yah...bedanya, klo dulu angka ‘ 0 ′ nya ngak gede 2 kayak sekarang",klo dulu angka,jumlah ′,0,INCORRECT,CRD
Website,"berarti sebelum jaman demookrasi terpimpin yah...bedanya, klo dulu angka ‘ 0 ′ nya ngak gede 2 kayak sekarang",klo dulu angka,jumlah kayak sekarang,2,INCORRECT,CRD
Website,"Nah kasus ini diproses Soeprapto, salahsatu terdakwa meninggal sementara yg satu lagi dipulangkan ke Belanda, kata Soeprapto atas pertimbangan kemanusiaan.",salahsatu terdakwa,jumlah dipulangkan,satu,INCORRECT,CRD
Website,"Terpidana ini mengajukan banding, dan Pengadilan Tinggi Jakarta memutus lebih ringan , 5 tahun, dipotong masa tahanan.",Pengadilan Tinggi Jakarta,memutus,5 tahun,INCORRECT,QTY
Website,"Karena Schmidt sudah menjalani hukuman 5 tahun, Pengadilan tinggi membebasakannya.",Schmidt,hukuman,5 tahun,INCORRECT,QTY
Website,"Suami saya dari gereja Bethel Tabernakel, beliau adalah ketua umum dari sinode ini, tapi kita semua tahu bahwa kita adalah satu didalam Tuhan, sebagai warga kerajaan Surga.",Suami saya dari gereja Bethel Tabernakel,jumlah tahu bahwa kita,satu,INCORRECT,CRD
Website,"Didalam ayat 4 dikatakan, sekalipun aku berjalan dalam lembah kekelaman aku tidak takut bahaya karena Engkau besertaku.",aku,jumlah ayat,4,INCORRECT,CRD
Website,Dan hari minggu itu dia melayani hanya 1 kali kebaktian.,hari minggu itu dia,jumlah kali,1,INCORRECT,CRD
Website,"Satu bulan kemudian yaitu bulan Juli, hari Selasa biasanya kami bertiga, saya, suami saya, dan anak saya Fera bersama-sama pergi ke gereja untukdoa malam.",hari Selasa biasanya kami,bulan kemudian yaitu bulan Juli,Satu bulan,INCORRECT,QTY
Website,"Dia lari mencari istrinya supaya bisa menolong saya . Semua jemaat sekitar 250 orang turun, ada yang lari langsung pulang, mereka tidak tahu kalau ibu gembalanya ada di ruang parkir kena bom.",jemaat,jumlah orang,sekitar 250,CORRECT,CRD
Website,"Biasanya dalam kondisi seperti ini dan dalam keadaan koma pertama-tama otaklah yang akan menjadi rusak, kedua ginjal rusak, dan seterusnya organ yang lain, karena oksigen yang ada tidak mampu mengcover seluruh kebutuhan dalam tubuh.",Biasanya dalam kondisi seperti ini dan dalam keadaan koma pertama-tama otaklah,jumlah ginjal rusak,kedua,INCORRECT,CRD
Website,"Tuhan itu luar biasa, dokter itu berkata ibu saya lihat sepertinya tidak bereaksi padahal tensi saya sekitar 60 harusnya masih merasakan sakit.",tensi saya,jumlah merasakan,sekitar 60,INCORRECT,CRD
Website,"Waktu di Singapore kaki saya di lubangi mungkin ada 10 lobang, kalau bukan Tuhan yang mengcover tubuh saya, saya sudah mengalami sakit yang luar biasa.",Waktu di Singapore kaki saya di lubangi,jumlah lobang,10,INCORRECT,CRD
Website,"Dan saat itu beberapa pendoa mendoakan saya kira ada 300 hamba-hamba Tuhan dan anak-anak Tuhan yang datang . Petugas rumah sakit kewalahan, mereka tidak peduli mereka berdoa keras sekali.",pendoa,jumlah hamba-hamba Tuhan dan anak-anak Tuhan,300,INCORRECT,CRD
