sentence_num,token,tag
11677,.,O
11678,Kasatlantas,B-NOR
11678,Polrestabes,I-NOR
11678,Surabaya,I-NOR
11678,AKBP,B-PER
11678,Eva,I-PER
11678,Guna,I-PER
11678,Pandia,I-PER
11678,mengatakan,O
11678,",",O
11678,ada,O
11678,penurunan,O
11678,kasus,O
11678,kecelakaan,O
11678,meskipun,O
11678,angka,O
11678,peringkat,O
11678,kecelakaan,O
11678,masih,O
11678,menjadi,O
11678,tiga,B-CRD
11678,besar,O
11678,.,O
11679,"""",O
11679,Mudah,O
11679,-,O
11679,mudahan,O
11679,semakin,O
11679,sadar,O
11679,tertib,O
11679,berlalu,O
11679,-,O
11679,lintas,O
11679,dan,O
11679,berhati,O
11679,-,O
11679,hati,O
11679,saat,O
11679,berkendara,O
11679,",",O
11679,"""",O
11679,ujar,O
11679,Pandia,B-PER
11679,kepada,O
11679,kumparan,B-ORG
11679,(,O
11679,kumparan,B-PRD
11679,.,I-PRD
11679,com,I-PRD
11679,),O
11679,",",O
11679,Senin,B-DAT
11679,(,I-DAT
11679,26,I-DAT
11679,/,I-DAT
11679,3,I-DAT
11679,),I-DAT
11679,sore,O
11679,.,O
11680,Pandia,B-PER
11680,mengatakan,O
11680,",",O
11680,selama,O
11680,2017,B-DAT
11680,",",O
11680,dalam,O
11680,operasi,B-EVT
11680,Semeru,I-EVT
11680,",",O
11680,terjadi,O
11680,sebanyak,O
11680,63,B-CRD
11680,kasus,O
11680,kecelakaan,O
11680,.,O
11681,Sedangkan,O
11681,2018,B-DAT
11681,ini,O
11681,",",O
11681,tercatat,O
11681,ada,O
11681,58,B-CRD
11681,kecelakaan,O
11681,lalu,O
11681,lintas,O
11681,.,O
11682,"""",O
11682,Jadi,O
11682,sebenarnya,O
11682,ada,O
11682,penurunan,O
11682,7,B-CRD
11682,",",I-CRD
11682,9,I-CRD
11682,kasus,O
11682,.,O
11683,Tapi,O
11683,memang,O
11683,di,O
11683,sini,O
11683,korban,O
11683,meninggal,O
11683,dunia,O
11683,ada,O
11683,peningkatan,O
11683,",",O
11683,"""",O
11683,ungkap,O
11683,Pandia,B-PER
11683,.,O
11684,Terkait,O
11684,korban,O
11684,jiwa,O
11684,kecelakaan,O
11684,",",O
11684,di,O
11684,2017,B-DAT
11684,",",O
11684,Eva,B-PER
11684,mengatakan,O
11684,ada,O
11684,3,B-CRD
11684,korban,O
11684,jiwa,O
11684,akibat,O
11684,laka,O
11684,lantas,O
11684,.,O
11685,Sedangkan,O
11685,tahun,O
11685,2018,B-DAT
11685,ada,O
11685,9,B-CRD
11685,korban,O
11685,meninggal,O
11685,.,O
11686,Korban,O
11686,luka,O
11686,berat,O
11686,turun,O
11686,dari,O
11686,11,B-CRD
11686,menjadi,O
11686,5,B-CRD
11686,",",O
11686,korban,O
11686,luka,O
11686,ringan,O
11686,turun,O
11686,dari,O
11686,70,B-CRD
11686,menjadi,O
11686,57,B-CRD
11686,.,O
11687,Sementara,O
11687,itu,O
11687,",",O
11687,ruas,O
11687,Jalan,B-LOC
11687,Ahmad,I-LOC
11687,Yani,I-LOC
11687,Surabaya,I-LOC
11687,menjadi,O
11687,salah,O
11687,satu,O
11687,titik,O
11687,paling,O
11687,rawan,O
11687,kecelakaan,O
11687,.,O
11688,Makanya,O
11688,kami,O
11688,mulai,O
11688,terapkan,O
11688,kanalisasi,O
11688,di,O
11688,Frontage,O
11688,Road,O
11688,sisi,O
11688,Barat,B-LOC
11688,Jalan,I-LOC
11688,A,I-LOC
11688,.,I-LOC
11688,Yani,I-LOC
11688,pada,O
11688,pengendara,O
11688,roda,O
11688,dua,B-CRD
11688,",",O
11688,"""",O
11688,ujarnya,O
11688,.,O
11689,Pandia,B-PER
11689,juga,O
11689,mengungkapkan,O
11689,beberapa,O
11689,faktor,O
11689,yang,O
11689,menjadi,O
11689,biang,O
11689,kecelakaan,O
11689,.,O
11690,Selanjutnya,O
11690,",",O
11690,mahasiswa,O
11690,atau,O
11690,pelajar,O
11690,ada,O
11690,11,B-CRD
11690,sebelas,B-CRD
11690,kejadian,O
11690,.,O
11691,"""",O
11691,Kalau,O
11691,pelanggaran,O
11691,2017,B-DAT
11691,itu,O
11691,1,B-CRD
11691,.,I-CRD
11691,769,I-CRD
11691,.,O
11692,Tahun,O
11692,ini,O
11692,tilang,O
11692,kita,O
11692,5,B-CRD
11692,.,I-CRD
11692,830,I-CRD
11692,artinya,O
11692,naik,O
11692,.,O
11693,Tegurannya,O
11693,dari,O
11693,22,B-CRD
11693,.,I-CRD
11693,978,I-CRD
11693,naik,O
11693,menjadi,O
11693,23,B-CRD
11693,.,I-CRD
11693,430,I-CRD
11693,",",O
11693,"""",O
11693,ungkap,O
11693,Pandia,B-PER
11693,.,O
11694,Sedangkan,O
11694,terkait,O
11694,jenis,O
11694,kendaraan,O
11694,bermotor,O
11694,yang,O
11694,terlibat,O
11694,laka,O
11694,lantas,O
11694,di,O
11694,Surabaya,B-GPE
11694,",",O
11694,roda,O
11694,dua,B-CRD
11694,atau,O
11694,sepeda,B-PRD
11694,motor,I-PRD
11694,tetap,O
11694,mendominasi,O
11694,.,O
11695,Eva,B-PER
11695,menyebut,O
11695,pada,O
11695,tahun,O
11695,2017,B-DAT
11695,ada,O
11695,87,B-CRD
11695,laka,O
11695,sepeda,B-PRD
11695,motor,I-PRD
11695,sementara,O
11695,2018,B-DAT
11695,ada,O
11695,71,B-CRD
11695,kejadian,O
11695,.,O
11696,Kalau,O
11696,mobil,B-PRD
11696,penumpang,I-PRD
11696,dari,O
11696,11,B-CRD
11696,naik,O
11696,menjadi,O
11696,25,B-CRD
11696,.,O
11697,Bus,B-PRD
11697,nihil,O
11697,",",O
11697,mobil,B-PRD
11697,barang,I-PRD
11697,naik,O
11697,dari,O
11697,6,B-CRD
11697,menjadi,O
11697,11,B-CRD
11697,",",O
11697,yang,O
11697,terlibat,O
11697,",",O
11697,"""",O
11697,imbuhnya,O
11697,.,O
11698,Tim,B-NOR
11698,Intelijen,I-NOR
11698,Kejaksaan,I-NOR
11698,Agung,I-NOR
11698,di,O
11698,Pelabuhan,B-FAC
11698,Tanjung,I-FAC
11698,Benoa,I-FAC
11698,",",O
11698,Denpasar,B-GPE
11698,",",O
11698,Bali,B-GPE
11698,",",O
11698,Sabtu,B-DAT
11698,(,I-DAT
11698,4,I-DAT
11698,/,I-DAT
11698,8,I-DAT
11698,/,I-DAT
11698,2018,I-DAT
11698,),I-DAT
11698,menangkap,O
11698,Deki,B-PER
11698,Bermana,I-PER
11698,",",O
11698,buronan,O
11698,pencucian,O
11698,uang,O
11698,kasus,O
11698,penyelundupan,O
11698,bahan,B-PRD
11698,bakar,I-PRD
11698,minyak,I-PRD
11698,(,O
11698,BBM,B-PRD
11698,),O
11698,ilegal,O
11698,senilai,O
11698,Rp,B-MON
11698,1,I-MON
11698,",",I-MON
11698,3,I-MON
11698,triliun,I-MON
11698,di,O
11698,Batam,B-GPE
11698,.,O
11699,"""",O
11699,Yang,O
11699,bersangkutan,O
11699,ditangkap,O
11699,pada,O
11699,Sabtu,B-DAT
11699,pukul,O
11699,11,B-TIM
11699,.,I-TIM
11699,45,I-TIM
11699,WITA,I-TIM
11699,",",O
11699,"""",O
11699,kata,O
11699,Direktur,B-NOR
11699,Pengelolaan,I-NOR
11699,Data,I-NOR
11699,dan,I-NOR
11699,Informasi,I-NOR
11699,Intelijen,I-NOR
11699,Kejaksaan,I-NOR
11699,Agung,I-NOR
11699,",",O
11699,Yunan,B-PER
11699,Harjaka,I-PER
11699,di,O
11699,Jakarta,B-GPE
11699,",",O
11699,Sabtu,B-DAT
11699,sore,O
11699,",",O
11699,seperti,O
11699,dilansir,O
11699,Antara,B-ORG
11699,.,O
11700,Ia,O
11700,menyebutkan,O
11700,",",O
11700,penangkapan,O
11700,buron,O
11700,korupsi,O
11700,itu,O
11700,berkat,O
11700,kerja,O
11700,sama,O
11700,antara,O
11700,Kejaksaan,B-NOR
11700,Tinggi,I-NOR
11700,Riau,I-NOR
11700,dan,O
11700,Kejaksaan,B-NOR
11700,Tinggi,I-NOR
11700,Bali,I-NOR
11700,dibantu,O
11700,oleh,O
11700,Syahbandar,B-ORG
11700,Pelabuhan,I-ORG
11700,Tanjung,I-ORG
11700,Benoa,I-ORG
11700,.,O
11701,Dasar,O
11701,penangkapan,O
11701,buron,O
11701,korupsi,O
11701,itu,O
11701,melalui,O
11701,Keputusan,B-LAW
11701,Mahkamah,I-LAW
11701,Agung,I-LAW
11701,Nomor,I-LAW
11701,:,I-LAW
11701,2621,I-LAW
11701,K,I-LAW
11701,/,I-LAW
11701,PID,I-LAW
11701,.,I-LAW
11701,SUS,I-LAW
11701,/,I-LAW
11701,2015,I-LAW
11701,tanggal,I-LAW
11701,24,I-LAW
11701,Agustus,I-LAW
11701,2016,I-LAW
11701,",",O
11701,dan,O
11701,Surat,B-LAW
11701,Kepala,I-LAW
11701,Kejaksaan,I-LAW
11701,Negeri,I-LAW
11701,Pekanbaru,I-LAW
11701,Nomor,I-LAW
11701,:,I-LAW
11701,B,I-LAW
11701,-,I-LAW
11701,01,I-LAW
11701,/,I-LAW
11701,N,I-LAW
11701,.,I-LAW
11701,4,I-LAW
11701,.,I-LAW
11701,10,I-LAW
11701,/,I-LAW
11701,Dsp,I-LAW
11701,.,I-LAW
11701,4,I-LAW
11701,/,I-LAW
11701,01,I-LAW
11701,/,I-LAW
11701,2018,I-LAW
11701,tanggal,I-LAW
11701,25,I-LAW
11701,Januari,I-LAW
11701,2018,I-LAW
11701,perihal,O
11701,Bantuan,O
11701,Pencarian,O
11701,/,O
11701,Penangkapan,O
11701,Terpidana,O
11701,atas,O
11701,nama,O
11701,Deki,B-PER
11701,Bermana,I-PER
11701,.,O
11702,Deki,B-PER
11702,Bermana,I-PER
11702,berdasarkan,O
11702,pada,O
11702,Putusan,O
11702,Mahkamah,B-NOR
11702,Agung,I-NOR
11702,itu,O
11702,dinyatakan,O
11702,telah,O
11702,terbukti,O
11702,secara,O
11702,sah,O
11702,dan,O
11702,meyakinkan,O
11702,bersalah,O
11702,melakukan,O
11702,tindak,O
11702,pidana,O
11702,korupsi,O
11702,dan,O
11702,tindak,O
11702,pidana,O
11702,pencucian,O
11702,uang,O
11702,dalam,O
11702,kasus,O
11702,penyelundupan,O
11702,bahan,B-PRD
11702,bakar,I-PRD
11702,minyak,I-PRD
11702,(,O
11702,BBM,B-PRD
11702,),O
11702,ilegal,O
11702,senilai,O
11702,Rp,B-MON
11702,1,I-MON
11702,",",I-MON
11702,3,I-MON
11702,triliun,I-MON
11702,di,O
11702,Batam,B-GPE
11702,.,O
11703,Oleh,O
11703,karena,O
11703,itu,O
11703,",",O
11703,terpidana,O
11703,dijatuhi,O
11703,hukuman,O
11703,penjara,O
11703,selama,O
11703,tujuh,B-QTY
11703,tahun,I-QTY
11703,dan,O
11703,denda,O
11703,sebesar,O
11703,Rp,B-MON
11703,500,I-MON
11703,juta,I-MON
11703,",",O
11703,dengan,O
11703,ketentuan,O
11703,apabila,O
11703,denda,O
11703,tersebut,O
11703,tidak,O
11703,dibayar,O
11703,maka,O
11703,diganti,O
11703,dengan,O
11703,pidana,O
11703,kurungan,O
11703,selama,O
11703,satu,B-QTY
11703,tahun,I-QTY
11703,.,O
11704,MINI,B-ORG
11704,Indonesia,I-ORG
11704,resmi,O
11704,meluncurkan,O
11704,New,B-PRD
11704,MINI,I-PRD
11704,Countryman,I-PRD
11704,di,O
11704,Pavillion,B-LOC
11704,BMW,I-LOC
11704,Group,I-LOC
11704,dalam,O
11704,ajang,O
11704,Gaikindo,B-EVT
11704,Indonesia,I-EVT
11704,International,I-EVT
11704,Auto,I-EVT
11704,Show,I-EVT
11704,(,O
11704,GIIAS,B-EVT
11704,),O
11704,di,O
11704,Convention,B-LOC
11704,Hall,I-LOC
11704,ICE,I-LOC
11704,BSD,I-LOC
11704,",",O
11704,Tangerang,B-GPE
11704,.,O
11705,MINI,B-ORG
11705,Indonesia,I-ORG
11705,menghadirkan,O
11705,dua,B-CRD
11705,varian,O
11705,baru,O
11705,yakni,O
11705,New,B-PRD
11705,Mini,I-PRD
11705,Cooper,I-PRD
11705,Countryman,I-PRD
11705,dan,O
11705,Mini,B-PRD
11705,Cooper,I-PRD
11705,S,I-PRD
11705,Countryman,I-PRD
11705,Sports,I-PRD
11705,rakitan,O
11705,lokal,O
11705,dengan,O
11705,beragam,O
11705,inovasi,O
11705,di,O
11705,bidang,O
11705,tata,O
11705,ruang,O
11705,",",O
11705,fungsi,O
11705,",",O
11705,desain,O
11705,",",O
11705,dan,O
11705,karakteristik,O
11705,premium,O
11705,.,O
11706,"""",O
11706,Ini,O
11706,pertama,B-ORD
11706,kalinya,O
11706,dalam,O
11706,sejarah,O
11706,Mini,B-ORG
11706,menghadirkan,O
11706,rakitan,O
11706,lokal,O
11706,.,O
11707,Mini,B-ORG
11707,masih,O
11707,tergolong,O
11707,baru,O
11707,.,O
11708,Kita,O
11708,bicarakan,O
11708,ke,O
11708,pihak,O
11708,Jerman,B-GPE
11708,dengan,O
11708,Gaya,B-ORG
11708,Motor,I-ORG
11708,dan,O
11708,juga,O
11708,melihat,O
11708,kualitas,O
11708,teknologi,O
11708,juga,O
11708,akhirnya,O
11708,kita,O
11708,bisa,O
11708,merakit,O
11708,secara,O
11708,lokal,O
11708,",",O
11708,"""",O
11708,kata,O
11708,Jodie,B-PER
11708,O,I-PER
11708,',I-PER
11708,Tania,I-PER
11708,",",O
11708,Vice,B-NOR
11708,President,I-NOR
11708,of,I-NOR
11708,Corporate,I-NOR
11708,Communication,I-NOR
11708,BMW,I-NOR
11708,Group,I-NOR
11708,Indonesia,I-NOR
11708,",",O
11708,Jumat,B-DAT
11708,(,I-DAT
11708,3,I-DAT
11708,/,I-DAT
11708,8,I-DAT
11708,/,I-DAT
11708,2018,I-DAT
11708,),I-DAT
11708,.,O
11709,Sejak,O
11709,diperkenalkan,O
11709,pertama,B-ORD
11709,kali,O
11709,di,O
11709,Indonesia,B-GPE
11709,pada,O
11709,2011,B-DAT
11709,",",O
11709,menurut,O
11709,Jodie,B-PER
11709,",",O
11709,peningkatan,O
11709,penjualan,O
11709,MINI,B-PRD
11709,juga,O
11709,signifikan,O
11709,.,O
11710,Pada,O
11710,peluncuran,O
11710,ini,O
11710,",",O
11710,New,B-PRD
11710,Mini,I-PRD
11710,Cooper,I-PRD
11710,S,I-PRD
11710,Countryman,I-PRD
11710,Sports,I-PRD
11710,diklaim,O
11710,memiliki,O
11710,fitur,O
11710,unggulan,O
11710,yang,O
11710,sangat,O
11710,spesial,O
11710,.,O
11711,Fitur,O
11711,tersebut,O
11711,diantaranya,O
11711,menggunakan,O
11711,John,B-PRD
11711,Cooper,I-PRD
11711,Works,I-PRD
11711,Aerodynamic,I-PRD
11711,Kit,I-PRD
11711,",",O
11711,Mini,B-PRD
11711,Head,I-PRD
11711,-,I-PRD
11711,up,I-PRD
11711,Display,I-PRD
11711,",",O
11711,Parking,B-PRD
11711,Assistant,I-PRD
11711,dengan,O
11711,rear,B-PRD
11711,-,I-PRD
11711,view,I-PRD
11711,camera,I-PRD
11711,",",O
11711,Wireless,B-PRD
11711,charging,I-PRD
11711,",",O
11711,HiFi,B-PRD
11711,12,I-PRD
11711,-,I-PRD
11711,loudspeaker,I-PRD
11711,system,I-PRD
11711,Harman,I-PRD
11711,Kardon,I-PRD
11711,hingga,O
11711,pelek,B-PRD
11711,19,I-PRD
11711,inci,I-PRD
11711,John,I-PRD
11711,Cooper,I-PRD
11711,Works,I-PRD
11711,Course,I-PRD
11711,Spoke,I-PRD
11711,2,I-PRD
11711,-,I-PRD
11711,tone,I-PRD
11711,yang,O
11711,menguatkan,O
11711,kesan,O
11711,sporty,O
11711,.,O
11712,"""",O
11712,Saya,O
11712,yakin,O
11712,peluncuran,O
11712,varian,O
11712,ini,O
11712,makin,O
11712,memperkuat,O
11712,posisi,O
11712,dan,O
11712,memperluas,O
11712,segmen,O
11712,Mini,B-ORG
11712,di,O
11712,Indonesia,B-GPE
11712,",",O
11712,"""",O
11712,kata,O
11712,Kidd,B-PER
11712,Yam,I-PER
11712,",",O
11712,Head,B-NOR
11712,of,I-NOR
11712,Mini,I-NOR
11712,Asia,I-NOR
11712,.,O
11713,New,B-PRD
11713,MINI,I-PRD
11713,Cooper,I-PRD
11713,Countryman,I-PRD
11713,rakitan,O
11713,lokal,O
11713,dibanderol,O
11713,Rp,B-MON
11713,599,I-MON
11713,juta,I-MON
11713,(,O
11713,off,O
11713,the,O
11713,road,O
11713,),O
11713,dan,O
11713,harga,O
11713,on,O
11713,the,O
11713,road,O
11713,nya,O
11713,Rp,B-MON
11713,699,I-MON
11713,juta,I-MON
11713,.,O
11714,Sedangkan,O
11714,untuk,O
11714,New,B-PRD
11714,MINI,I-PRD
11714,Cooper,I-PRD
11714,S,I-PRD
11714,rakitan,O
11714,lokal,O
11714,dibanderol,O
11714,Rp,B-MON
11714,769,I-MON
11714,juta,I-MON
11714,(,O
11714,off,O
11714,the,O
11714,road,O
11714,),O
11714,dan,O
11714,Rp,B-MON
11714,899,I-MON
11714,juta,I-MON
11714,(,O
11714,on,O
11714,the,O
11714,road,O
11714,),O
11714,.,O
11715,Harga,O
11715,ini,O
11715,tentu,O
11715,lebih,O
11715,murah,O
11715,dibandingkan,O
11715,versi,O
11715,CBU,O
11715,nya,O
11715,dimana,O
11715,Mini,B-PRD
11715,Cooper,I-PRD
11715,Countryman,I-PRD
11715,dijual,O
11715,Rp,B-MON
11715,660,I-MON
11715,juta,I-MON
11715,.,O
11716,Dan,O
11716,New,B-PRD
11716,Mini,I-PRD
11716,Cooper,I-PRD
11716,S,I-PRD
11716,Rp,B-MON
11716,865,I-MON
11716,juta,I-MON
11716,untuk,O
11716,harga,O
11716,off,O
11716,the,O
11716,road,O
11716,.,O
11717,Bandara,B-FAC
11717,Soekarno,I-FAC
11717,Hatta,I-FAC
11717,",",O
11717,Cengkareng,B-GPE
11717,",",O
11717,Tangerang,B-GPE
11717,",",O
11717,Banten,B-GPE
11717,",",O
11717,akan,O
11717,segera,O
11717,memiliki,O
11717,terminal,B-PRD
11717,khusus,I-PRD
11717,untuk,I-PRD
11717,penerbangan,I-PRD
11717,murah,I-PRD
11717,atau,O
11717,Low,B-PRD
11717,Cost,I-PRD
11717,Carrier,I-PRD
11717,Terminal,I-PRD
11717,(,O
11717,LCCT,B-PRD
11717,),O
11717,.,O
11718,Hal,O
11718,itu,O
11718,bertujuan,O
11718,untuk,O
11718,menggenjot,O
11718,industri,O
11718,pariwisata,O
11718,Indonesia,B-GPE
11718,.,O
11719,Direktur,B-ORG
11719,Utama,I-ORG
11719,PT,I-ORG
11719,Angkasa,I-ORG
11719,Pura,I-ORG
11719,II,I-ORG
11719,",",O
11719,Muhammad,B-PER
11719,Awaluddin,I-PER
11719,mengungkapkan,O
11719,bahwa,O
11719,terminal,B-LOC
11719,1,I-LOC
11719,dan,O
11719,terminal,B-LOC
11719,2,I-LOC
11719,akan,O
11719,disulap,O
11719,menjadi,O
11719,terminal,O
11719,LCCT,B-PRD
11719,domestik,O
11719,dan,O
11719,internasional,O
11719,.,O
11720,"""",O
11720,Saya,O
11720,sudah,O
11720,melaporkan,O
11720,kepada,O
11720,3,B-CRD
11720,menteri,O
11720,",",O
11720,Menteri,B-NOR
11720,Pariwisata,I-NOR
11720,",",O
11720,Menteri,B-NOR
11720,BUMN,I-NOR
11720,dan,O
11720,Menteri,B-NOR
11720,Perhubungan,I-NOR
11720,bahwa,O
11720,terminal,B-LOC
11720,1,I-LOC
11720,bandara,I-LOC
11720,internasional,I-LOC
11720,Soetta,I-LOC
11720,akan,O
11720,kita,O
11720,fokuskan,O
11720,di,O
11720,LCCT,B-PRD
11720,domestik,O
11720,.,O
11721,Kemudian,O
11721,yang,O
11721,kedua,B-ORD
11721,",",O
11721,terminal,B-LOC
11721,2,I-LOC
11721,Bandara,I-LOC
11721,Soetta,I-LOC
11721,akan,O
11721,difokuskan,O
11721,jadi,O
11721,terminal,O
11721,LCCT,B-PRD
11721,terminal,O
11721,domestik,O
11721,dan,O
11721,internasional,O
11721,",",O
11721,"""",O
11721,kata,O
11721,Awaluddin,B-PER
11721,di,O
11721,Gedung,B-LOC
11721,Menara,I-LOC
11721,BCA,I-LOC
11721,",",O
11721,Jakarta,B-DAT
11721,",",O
11721,Kamis,B-DAT
11721,(,I-DAT
11721,9,I-DAT
11721,/,I-DAT
11721,8,I-DAT
11721,/,I-DAT
11721,2018,I-DAT
11721,),I-DAT
11721,.,O
11722,Revitalasi,O
11722,dipredikasi,O
11722,akan,O
11722,menghabiskan,O
11722,dana,O
11722,hingga,O
11722,Rp,B-MON
11722,3,I-MON
11722,",",I-MON
11722,7,I-MON
11722,triliun,I-MON
11722,.,O
11723,"""",O
11723,Kegiatannya,O
11723,multi,O
11723,years,O
11723,selama,O
11723,3,B-QTY
11723,tahun,I-QTY
11723,.,O
11724,Terminal,B-LOC
11724,1,I-LOC
11724,Bandara,I-LOC
11724,Soetta,I-LOC
11724,dalam,O
11724,3,B-QTY
11724,tahun,I-QTY
11724,akan,O
11724,menghabiskan,O
11724,biaya,O
11724,Rp,B-MON
11724,1,I-MON
11724,",",I-MON
11724,9,I-MON
11724,triliun,I-MON
11724,.,O
11725,Terminal,B-LOC
11725,2,I-LOC
11725,Bandara,I-LOC
11725,Soetta,I-LOC
11725,menyerap,O
11725,dana,O
11725,sekitar,B-MON
11725,Rp,I-MON
11725,1,I-MON
11725,",",I-MON
11725,8,I-MON
11725,triliun,I-MON
11725,selama,O
11725,3,B-QTY
11725,tahun,I-QTY
11725,sehingga,O
11725,total,O
11725,revitalisasi,O
11725,kurang,B-MON
11725,lebih,I-MON
11725,Rp,I-MON
11725,3,I-MON
11725,",",I-MON
11725,7,I-MON
11725,triliun,I-MON
11725,",",O
11725,"""",O
11725,ujarnya,O
11725,.,O
11726,﻿PT,B-ORG
11726,Gudang,I-ORG
11726,Garam,I-ORG
11726,Tbk,I-ORG
11726,berencana,O
11726,membangun,O
11726,Bandara,B-FAC
11726,Kediri,I-FAC
11726,.,O
11727,Nilai,O
11727,investasi,O
11727,pembangunan,O
11727,bandara,O
11727,tersebut,O
11727,mencapai,O
11727,Rp,B-MON
11727,5,I-MON
11727,triliun,I-MON
11727,-,O
11727,Rp,B-MON
11727,6,I-MON
11727,triliun,I-MON
11727,.,O
11728,Direktur,B-ORG
11728,Komersial,I-ORG
11728,PT,I-ORG
11728,Angkasa,I-ORG
11728,Pura,I-ORG
11728,II,I-ORG
11728,",",O
11728,Daan,B-PER
11728,Ahmad,I-PER
11728,menyatakan,O
11728,perseroan,O
11728,mendapatkan,O
11728,tawaran,O
11728,dari,O
11728,Gudang,B-ORG
11728,Garam,I-ORG
11728,untuk,O
11728,mengelola,O
11728,Bandara,B-FAC
11728,Kediri,I-FAC
11728,jika,O
11728,sudah,O
11728,beroperasi,O
11728,.,O
11729,"""",O
11729,Ini,O
11729,harus,O
11729,diapresiasi,O
11729,karena,O
11729,mereka,O
11729,akan,O
11729,bangun,O
11729,dana,O
11729,Rp,B-MON
11729,5,I-MON
11729,triliun,I-MON
11729,-,O
11729,Rp,B-MON
11729,6,I-MON
11729,triliun,I-MON
11729,oleh,O
11729,Gudang,B-ORG
11729,Garam,I-ORG
11729,.,O
11730,Nanti,O
11730,diserahkan,O
11730,ke,O
11730,pemerintah,B-NOR
11730,",",O
11730,"""",O
11730,ujar,O
11730,dia,O
11730,di,O
11730,Palembang,B-GPE
11730,",",O
11730,Rabu,B-DAT
11730,(,I-DAT
11730,1,I-DAT
11730,/,I-DAT
11730,8,I-DAT
11730,/,I-DAT
11730,2018,I-DAT
11730,),I-DAT
11730,.,O
11731,Tak,O
11731,hanya,O
11731,Bandara,O
11731,",",O
11731,Daan,B-PER
11731,mengungkapkan,O
11731,Gudang,B-ORG
11731,Garam,I-ORG
11731,juga,O
11731,telah,O
11731,memiliki,O
11731,maskapai,O
11731,penerbangan,O
11731,sendiri,O
11731,.,O
11732,Di,O
11732,Singapura,B-GPE
11732,ada,O
11732,juga,O
11732,",",O
11732,jadi,O
11732,ini,O
11732,bisa,O
11732,jadi,O
11732,model,O
11732,di,O
11732,Indonesia,B-GPE
11732,",",O
11732,"""",O
11732,dia,O
11732,menambahkan,O
11732,.,O
11733,Daaan,B-PER
11733,menyebutkan,O
11733,Bandara,B-FAC
11733,Kediri,I-FAC
11733,merupakan,O
11733,satu,B-CRD
11733,dari,O
11733,10,B-CRD
11733,bandara,O
11733,baru,O
11733,yang,O
11733,akan,O
11733,dikelola,O
11733,perseroan,O
11733,.,O
11734,Bandara,O
11734,lain,O
11734,yang,O
11734,akan,O
11734,dikelola,O
11734,yaitu,O
11734,",",O
11734,Purbalingga,B-GPE
11734,",",O
11734,Sibolga,B-GPE
11734,",",O
11734,Jember,B-GPE
11734,",",O
11734,Sabang,B-GPE
11734,",",O
11734,Lampung,B-GPE
11734,",",O
11734,Bengkulu,B-GPE
11734,",",O
11734,Belitung,B-GPE
11734,",",O
11734,Bintan,B-GPE
11734,",",O
11734,Purbalingga,B-GPE
11734,dan,O
11734,Palangkaraya,B-GPE
11734,.,O
11735,"""",O
11735,Palangkaraya,B-GPE
11735,bagus,O
11735,jadi,O
11735,ibu,O
11735,kota,O
11735,karena,O
11735,dekat,O
11735,dari,O
11735,negara,O
11735,Asia,B-GPE
11735,lainnya,O
11735,",",O
11735,"""",O
11735,jelas,O
11735,dia,O
11735,.,O
11736,Daan,B-PER
11736,menuturkan,O
11736,",",O
11736,tambahan,O
11736,pengelolaan,O
11736,10,B-CRD
11736,bandara,O
11736,tersebut,O
11736,bisa,O
11736,mendukung,O
11736,kinerja,O
11736,perseroan,O
11736,yang,O
11736,menargetkan,O
11736,bisa,O
11736,melayani,O
11736,120,B-CRD
11736,juta,I-CRD
11736,penumpang,O
11736,pada,O
11736,2020,B-DAT
11736,.,O
11737,Saat,O
11737,ini,O
11737,perseroan,O
11737,telah,O
11737,melayani,O
11737,sekitar,B-CRD
11737,100,I-CRD
11737,juta,I-CRD
11737,penumpang,O
11737,.,O
11738,"""",O
11738,Akhir,O
11738,tahun,O
11738,ini,O
11738,mudah,O
11738,-,O
11738,mudahan,O
11738,bisa,O
11738,tembus,O
11738,110,B-CRD
11738,juta,I-CRD
11738,penumpang,O
11738,",",O
11738,"""",O
11738,tutur,O
11738,dia,O
11738,.,O
11739,Kementerian,B-NOR
11739,Perhubungan,I-NOR
11739,(,O
11739,Kemenhub,B-NOR
11739,),O
11739,menyatakan,O
11739,Bandara,B-FAC
11739,Kediri,I-FAC
11739,tidak,O
11739,akan,O
11739,masuk,O
11739,dalam,O
11739,daftar,O
11739,Proyek,O
11739,Strategis,O
11739,Nasional,O
11739,.,O
11740,‎Direktur,B-NOR
11740,Jenderal,I-NOR
11740,Perhubungan,I-NOR
11740,Udara,I-NOR
11740,Kemenhub,I-NOR
11740,Agus,B-PER
11740,Santoso,I-PER
11740,mengatakan,O
11740,",",O
11740,salah,O
11740,satu,O
11740,kriteria,O
11740,proyek,O
11740,yang,O
11740,bisa,O
11740,masuk,O
11740,dalam,O
11740,PSN,O
11740,",",O
11740,yaitu,O
11740,selesai,O
11740,pembangunannya,O
11740,pada,O
11740,2019,B-DAT
11740,.,O
11741,Sementara,O
11741,terkait,O
11741,upaya,O
11741,Menteri,B-NOR
11741,Koordinator,I-NOR
11741,Bidang,I-NOR
11741,Kemaritiman,I-NOR
11741,Luhut,B-PER
11741,Binsar,I-PER
11741,Panjaitan,I-PER
11741,yang,O
11741,kembali,O
11741,mengusulkan,O
11741,agar,O
11741,bandara,O
11741,ini,O
11741,masuk,O
11741,PSN,O
11741,",",O
